4.50 0.0080    5   8.512545E-01  4.577339E-03  2.811863E+01  1.612246E-03  8.564960E-01  3.522235E-01  2.726827E+08  2.251934E+07  7.609310E+07  7.912472E+03  4.470533E+00  1.954307E+04  2.318947E+06  4.002484E+02 -6.007482E+00  3.556222E+03
4.50 0.0080    6   8.518399E-01  4.632950E-03  2.790916E+01  1.913846E-03  8.708470E-01  4.130944E-01  2.828066E+08  2.625484E+07  7.709037E+07  8.511199E+03  4.470499E+00  2.017499E+04  4.575576E+06  4.126811E+02 -6.042034E+00  3.498293E+03
4.50 0.0080    7   8.523687E-01  4.657567E-03  2.809616E+01  2.056658E-03  8.419756E-01  4.415736E-01  2.902091E+08  3.007182E+07  7.789940E+07  9.082907E+03  4.470442E+00  2.072390E+04  8.048716E+06  4.257986E+02 -6.071179E+00  3.455196E+03
4.50 0.0080    8   8.529559E-01  4.680336E-03  2.805274E+01  2.501965E-03  9.463219E-01  5.345695E-01  2.985550E+08  3.340553E+07  7.856089E+07  9.562524E+03  4.470347E+00  2.120836E+04  1.088438E+07  4.391289E+02 -6.096268E+00  3.418230E+03
4.50 0.0080    9   8.534148E-01  4.771948E-03  2.959726E+01  2.717733E-03  9.179047E-01  5.695229E-01  3.074368E+08  3.756508E+07  7.922562E+07  1.020235E+04  4.470183E+00  2.172474E+04  2.316122E+07  4.522422E+02 -6.122387E+00  3.389519E+03
4.50 0.0080   10   8.538408E-01  4.850686E-03  3.035290E+01  2.976060E-03  9.466659E-01  6.135339E-01  3.128329E+08  4.137987E+07  7.973269E+07  1.059561E+04  4.469919E+00  2.217222E+04  3.480540E+07  4.647110E+02 -6.144523E+00  3.355740E+03
4.50 0.0080   11   8.542598E-01  4.943430E-03  3.112998E+01  3.287792E-03  9.683819E-01  6.650831E-01  3.191886E+08  4.512100E+07  8.020114E+07  1.113125E+04  4.469496E+00  2.262156E+04  5.346706E+07  4.757882E+02 -6.166307E+00  3.334601E+03
4.50 0.0080   12   8.546521E-01  5.072355E-03  3.214965E+01  3.558934E-03  9.670883E-01  7.016333E-01  3.268061E+08  4.899031E+07  8.063529E+07  1.175239E+04  4.468820E+00  2.308941E+04  8.175894E+07  4.865737E+02 -6.188532E+00  3.316410E+03
4.50 0.0080   13   8.550276E-01  5.245745E-03  3.167815E+01  3.857195E-03  9.803663E-01  7.352998E-01  3.324742E+08  5.283605E+07  8.099745E+07  1.228284E+04  4.467799E+00  2.359996E+04  1.236548E+08  4.969720E+02 -6.212279E+00  3.301895E+03
4.50 0.0080   14   8.553547E-01  5.371034E-03  3.410414E+01  3.850043E-03  9.201282E-01  7.168159E-01  3.374787E+08  5.677025E+07  8.133466E+07  1.278000E+04  4.466380E+00  2.425350E+04  1.506556E+08  5.046042E+02 -6.241936E+00  3.305604E+03
4.50 0.0080   15   8.556180E-01  5.422890E-03  3.373654E+01  4.007816E-03  9.538806E-01  7.390554E-01  3.407056E+08  6.032877E+07  8.158192E+07  1.263491E+04  4.464792E+00  2.505660E+04  1.915176E+08  5.074550E+02 -6.277305E+00  3.316414E+03
4.50 0.0080   16   8.559140E-01  5.465686E-03  3.122730E+01  4.128516E-03  9.466570E-01  7.553517E-01  3.387551E+08  6.293491E+07  8.179614E+07  1.292023E+04  4.462745E+00  2.592130E+04  2.326359E+08  5.127744E+02 -6.314142E+00  3.340996E+03
