1E-6  0       68Zn    1.03E-08  5.80E-09  1.60E-09  9.51E-10  6.87E-10  1.33E-09
1E-6  0       70Zn    7.87E-12  9.17E-12  1.22E-11  1.55E-11  1.76E-11  1.98E-11
1E-6  0       69Ga    2.79E-11  3.15E-11  4.31E-11  5.54E-11  7.48E-11  1.63E-10
1E-6  0       71Ga    1.62E-11  1.90E-11  2.60E-11  3.35E-11  4.61E-11  9.62E-11
1E-6  0       70Ge    2.82E-11  3.40E-11  4.94E-11  6.26E-11  9.09E-11  2.09E-10
1E-6  0       72Ge    3.50E-11  4.08E-11  5.53E-11  6.95E-11  9.27E-11  2.04E-10
1E-6  0       73Ge    9.89E-12  1.16E-11  1.56E-11  2.00E-11  2.61E-11  5.79E-11
1E-6  0       74Ge    4.72E-11  5.52E-11  7.41E-11  9.43E-11  1.17E-10  2.43E-10
1E-6  0       76Ge    1.01E-11  1.17E-11  1.55E-11  1.97E-11  2.22E-11  2.52E-11
1E-6  0       75As    7.12E-12  8.21E-12  1.10E-11  1.37E-11  1.70E-11  2.90E-11
1E-6  0       74Se    6.78E-13  8.33E-13  1.32E-12  1.63E-12  2.24E-12  2.81E-12
1E-6  0       76Se    7.63E-12  9.26E-12  1.33E-11  1.73E-11  2.30E-11  5.90E-11
1E-6  0       77Se    5.42E-12  6.41E-12  8.70E-12  1.14E-11  1.40E-11  2.86E-11
1E-6  0       78Se    1.71E-11  2.01E-11  2.72E-11  3.48E-11  4.43E-11  9.27E-11
1E-6  0       80Se    3.53E-11  4.10E-11  5.46E-11  7.01E-11  8.73E-11  1.80E-10
1E-6  0       82Se    6.80E-12  7.95E-12  1.06E-11  1.35E-11  1.58E-11  1.78E-11
1E-6  0       79Br    6.57E-12  7.62E-12  1.01E-11  1.27E-11  1.69E-11  3.57E-11
1E-6  0       81Br    7.09E-12  8.34E-12  1.13E-11  1.49E-11  1.72E-11  3.24E-11
1E-6  0       78Kr    1.77E-13  2.09E-13  2.96E-13  3.82E-13  4.43E-13  6.70E-13
1E-6  0       80Kr    1.94E-12  2.46E-12  3.82E-12  5.37E-12  5.45E-12  9.54E-12
1E-6  0       82Kr    7.93E-12  9.88E-12  1.43E-11  1.97E-11  2.47E-11  6.82E-11
1E-6  0       83Kr    6.06E-12  7.06E-12  9.56E-12  1.21E-11  1.53E-11  3.15E-11
1E-6  0       84Kr    3.15E-11  3.68E-11  4.99E-11  6.84E-11  7.87E-11  1.65E-10
1E-6  0       86Kr    9.91E-12  1.16E-11  1.56E-11  1.99E-11  2.71E-11  8.25E-11
1E-6  0       85Rb    6.48E-12  7.59E-12  1.02E-11  1.36E-11  1.77E-11  5.08E-11
1E-6  0       87Rb    2.76E-12  3.19E-12  4.38E-12  5.50E-12  8.15E-12  3.18E-11
1E-6  0       84Sr    1.76E-13  2.00E-13  2.89E-13  4.17E-13  4.12E-13  8.57E-13
1E-6  0       86Sr    4.01E-12  5.04E-12  7.39E-12  1.06E-11  1.20E-11  3.14E-11
1E-6  0       87Sr    2.16E-12  2.63E-12  3.71E-12  2.24E-11  6.28E-12  5.83E-11
1E-6  0       88Sr    2.56E-11  3.00E-11  4.07E-11  5.97E-11  6.51E-11  1.19E-10
1E-6  0       89Y     6.16E-12  7.25E-12  9.90E-12  1.52E-11  1.57E-11  2.32E-11
1E-6  0       90Zr    8.18E-12  9.62E-12  1.34E-11  2.03E-11  2.09E-11  3.42E-11
1E-6  0       91Zr    1.71E-12  2.01E-12  2.71E-12  4.00E-12  4.31E-12  1.01E-11
1E-6  0       92Zr    2.66E-12  3.13E-12  4.23E-12  6.14E-12  6.68E-12  1.05E-11
1E-6  0       94Zr    2.69E-12  3.15E-12  4.20E-12  3.84E-11  6.51E-12  4.89E-11
1E-6  0       96Zr    3.93E-13  4.47E-13  5.75E-13  7.79E-13  9.35E-13  2.75E-12
1E-6  0       93Nb    9.36E-13  1.09E-12  1.47E-12  1.94E-12  2.30E-12  3.12E-12
1E-6  0       92Mo    6.32E-13  7.44E-13  1.18E-12  1.62E-12  1.83E-12  2.60E-12
